,B1,B2,B3,B4,B5,B6,B7,date
1369,668.0,798.0,1399.5,1650.5,3774.0,3083.0,2240.0,3.0
1370,845.0,996.0,1478.0,2055.0,3293.0,3601.0,2803.0,3.0
1371,693.0,851.0,1344.0,1453.0,3319.0,2349.0,1701.0,3.0
1372,757.0,857.0,1318.0,1560.5,3341.5,2746.5,2197.5,3.0
1373,944.0,1102.0,1642.0,2195.0,3209.0,3617.0,3109.0,3.0
1374,1063.0,1196.0,1694.0,2168.0,3296.0,3619.0,3037.0,3.0
1375,646.0,733.0,1153.0,1344.0,3252.0,2550.0,1998.0,3.0
1376,970.0,1123.0,1572.0,1921.0,2584.0,3337.0,2722.0,3.0
1377,1224.5,1446.0,2031.0,2573.5,3555.0,4261.0,3524.5,3.0
1378,1423.0,1691.0,2371.5,2985.5,3972.0,4763.5,3832.0,3.0
1379,1149.0,1328.0,1861.0,2267.0,3317.0,3869.0,3034.0,3.0
1380,966.0,1263.0,1809.0,2084.0,3124.0,3233.0,2020.0,3.0
1381,1426.5,1743.5,2460.5,2902.0,4187.5,4039.5,2731.5,3.0
1382,1542.0,1868.5,2611.5,3056.0,4057.5,4467.0,3021.0,3.0
1383,1103.0,1348.0,1644.0,1944.0,2750.0,3004.0,2142.0,3.0
1384,619.0,720.0,1064.0,1357.0,2316.0,2765.0,2270.0,3.0
1385,873.0,1027.5,1586.5,2137.0,3131.0,3649.5,3072.0,3.0
1386,995.5,1177.5,1863.0,2534.0,3314.5,4096.0,3459.0,3.0
1387,732.0,876.0,1356.0,1730.0,2641.0,2947.0,2384.0,3.0
1388,292.0,387.0,711.5,656.0,3080.0,2013.5,1157.0,3.0
1389,,,,,,,,3.0
1390,620.0,733.0,1036.0,1308.0,3888.0,3670.0,2155.0,3.0
1391,274.0,333.0,636.0,431.0,3449.0,1730.0,849.0,3.0
1392,,,,,,,,3.0
1393,810.0,998.0,1644.0,2454.0,3458.0,4346.0,3779.0,3.0
1394,955.0,1155.5,1833.0,2734.5,3675.0,4618.5,3913.0,3.0
1395,834.0,1023.0,1538.0,2209.0,3287.0,3865.0,3259.0,3.0
1396,,,,,,,,3.0
1397,1027.0,1264.0,2101.0,3128.0,4093.0,4886.0,4270.0,3.0
1398,921.5,1115.0,1759.5,2635.5,3597.5,4357.5,3675.0,3.0
1399,870.0,1054.0,1738.0,2377.0,3710.0,4037.0,3311.0,3.0
1400,,,,,,,,3.0
1401,1032.0,1277.0,1923.0,2748.0,3851.0,4543.0,3876.0,3.0
1402,1095.5,1368.0,2147.5,3075.5,3981.5,4770.5,3998.5,3.0
1403,939.0,1194.0,1933.0,2636.0,3807.0,4305.0,3511.0,3.0
1404,501.0,628.0,1001.0,1209.0,2568.0,2504.0,1657.0,3.0
1405,415.0,400.0,582.0,446.0,3507.0,1382.0,718.0,3.0
1406,2254.5,2326.0,2642.0,2756.5,4074.5,3783.0,2860.0,3.0
1407,280.5,481.0,986.0,1123.5,3084.0,2756.5,1884.0,3.0
1408,616.0,713.0,1057.0,1342.0,2069.0,2961.0,2308.0,3.0
1409,989.5,1193.0,1986.5,2962.5,3897.5,4753.0,3873.0,3.0
1410,1059.0,1262.0,2005.5,2894.0,3917.5,4817.0,3852.0,3.0
1411,755.0,870.0,1424.0,2102.0,2805.0,3706.0,3063.0,3.0
1412,,,,,,,,3.0
1413,1124.0,1370.0,2079.0,2270.0,2792.0,3474.0,2869.0,3.0
1414,1119.5,1390.5,2252.5,2428.0,2682.0,3803.0,3170.5,3.0
1415,1026.0,1266.0,2129.0,2355.0,2631.0,3304.0,2826.0,3.0
1416,,,,,,,,3.0
1417,1003.0,1226.0,1602.0,1909.0,2931.0,3491.0,2654.0,3.0
1418,1366.5,1606.5,2107.0,2470.0,3383.0,4062.5,3098.5,3.0
1419,1012.0,1200.0,1421.0,1693.0,2657.0,3123.0,2342.0,3.0
1420,223.0,272.0,478.0,461.0,1979.0,1448.0,858.0,3.0
1421,293.0,380.0,627.0,606.5,2827.5,1949.0,1125.5,3.0
1422,418.0,548.0,846.5,949.0,2526.0,2295.0,1466.5,3.0
1423,201.0,248.0,423.5,423.5,1058.5,1012.0,667.5,3.0
1424,,,,,,,,3.0
1425,1329.0,1552.0,2180.0,2807.0,3715.0,4777.0,4184.0,3.0
1426,1679.0,1965.0,2689.0,3403.0,4441.0,5570.0,4894.5,3.0
1427,1430.0,1677.0,2319.0,2902.0,4321.0,4794.0,3840.0,3.0
1428,,,,,,,,3.0
1429,1171.0,1414.0,1918.0,2292.0,2985.0,3779.0,3219.0,3.0
1430,1484.0,1810.5,2404.5,2844.0,3521.5,4348.5,3684.0,3.0
1431,1531.0,1843.0,2425.0,2858.0,3604.0,4409.0,3716.0,3.0
1432,,,,,,,,3.0
1433,1714.0,2059.0,2641.0,3012.0,3722.0,4087.0,3554.0,3.0
1434,2304.0,2687.5,3388.0,3818.5,4436.0,4962.0,4240.0,3.0
1435,1244.0,1499.0,1934.0,2239.0,2723.0,3355.0,2903.0,3.0
1436,,,,,,,,3.0
1437,317.0,325.0,686.0,380.0,5117.0,1995.0,836.0,3.0
1438,701.0,775.0,990.0,1183.0,2149.0,3438.0,2786.0,3.0
1439,369.0,419.0,596.0,558.5,2258.5,1862.0,1199.0,3.0
1440,,,,,,,,3.0
1441,1451.0,1792.0,2461.0,3146.0,4251.0,5335.0,4389.0,3.0
1442,1692.5,2019.5,2791.5,3545.0,4760.0,5844.0,4716.5,3.0
1443,1390.0,1709.0,2418.0,3043.0,4423.0,4969.0,3954.0,3.0
1444,245.0,326.5,718.5,623.5,3899.0,1886.0,1033.5,3.0
1445,,,,,,,,3.0
1446,593.0,811.0,1320.0,1892.0,3945.0,4084.0,2457.0,3.0
1447,180.0,279.5,605.0,737.0,1278.0,1536.5,1011.0,3.0
1448,,,,,,,,3.0
1449,741.0,911.0,1455.0,1991.0,3341.0,3605.0,2942.0,3.0
1450,1015.0,1235.0,1967.0,2664.5,3640.0,4430.5,3648.0,3.0
1451,733.0,835.0,1296.0,1776.0,2378.0,3142.0,2686.0,3.0
1452,,,,,,,,3.0
1453,469.0,606.0,985.5,1249.0,2190.0,2734.0,2247.5,3.0
1454,565.0,736.0,1221.0,1631.0,2427.0,3134.0,2379.0,3.0
1455,339.0,449.0,790.5,895.5,2269.0,2309.0,1650.0,3.0
1456,,,,,,,,3.0
1457,1101.0,1344.0,1804.0,2209.0,2938.0,3820.0,3282.0,3.0
1458,1494.0,1781.5,2288.0,2757.5,3524.0,4411.0,3701.0,3.0
1459,1307.0,1580.0,2069.0,2455.0,3592.0,4160.0,3427.0,3.0
1460,,,,,,,,3.0
1461,1106.5,1330.5,1941.0,2436.5,3566.0,4707.0,3769.0,3.0
1462,1281.5,1545.0,2174.0,2747.5,4040.5,5160.5,3976.5,3.0
1463,1143.0,1471.0,1986.0,2498.0,3449.0,4547.0,3752.0,3.0
1464,,,,,,,,3.0
1465,727.0,903.0,1630.0,2145.0,3557.0,3550.0,2940.0,3.0
1466,871.5,1059.5,1733.0,2259.0,3530.5,3594.5,2933.0,3.0
1467,664.0,812.0,1308.0,1759.0,2212.0,2778.0,2445.0,3.0
1468,,,,,,,,3.0
1469,192.0,236.0,550.0,430.0,3970.0,1550.0,797.0,3.0
1470,832.5,1064.0,1756.5,2458.5,3327.0,4231.5,3636.5,3.0
1471,527.0,677.0,1134.0,1629.0,2271.0,3087.0,2774.0,3.0
1472,,,,,,,,3.0
1473,698.0,879.0,1481.0,1925.0,3010.0,3250.0,2638.0,3.0
1474,961.0,1195.0,1936.5,2528.5,3384.0,4052.0,3386.5,3.0
1475,509.0,628.0,1072.0,1359.0,1895.0,2429.0,2041.0,3.0
1476,219.0,258.0,538.0,401.0,3145.0,1642.0,851.0,3.0
1477,,,,,,,,3.0
1478,1073.0,1377.0,1904.0,2716.0,4832.0,4840.0,2806.0,3.0
1479,270.0,356.0,673.0,771.0,2205.0,2063.0,1359.0,3.0
1480,463.0,583.0,947.0,1009.0,3610.0,2684.0,1761.0,3.0
1481,611.0,825.0,1399.0,1806.0,3857.0,3088.0,2101.5,3.0
1482,1128.0,1384.0,2073.0,2862.0,3884.0,4565.0,3636.0,3.0
1483,755.5,951.5,1464.5,1899.5,3038.5,3522.5,2823.0,3.0
1484,347.5,449.5,920.5,889.5,2981.0,2351.0,1543.0,3.0
1485,,,,,,,,3.0
1486,1276.0,1400.0,1963.0,2287.0,3819.0,3824.0,2537.0,3.0
1487,131.5,211.5,764.5,401.5,3389.5,1423.5,659.0,3.0
1488,200.0,305.5,646.0,841.5,1697.5,1547.0,1030.0,3.0
1489,430.5,529.0,934.0,1080.5,2834.5,2469.5,1888.0,3.0
1490,,,,,,,,3.0
1491,727.0,877.0,1237.0,1484.0,2971.0,2929.0,2324.0,3.0
1492,466.0,579.0,920.0,1017.0,3018.0,2523.0,1814.0,3.0
1493,561.0,731.0,1292.0,1516.0,3281.0,3349.0,2381.0,3.0
1494,927.5,1159.0,1677.0,2202.0,3253.0,4346.5,3664.5,3.0
1495,927.5,1103.5,1557.5,1995.5,2896.0,3831.0,3314.0,3.0
1496,144.0,241.0,547.5,568.0,2334.0,1443.5,861.0,3.0
1497,198.5,302.0,828.5,674.5,4150.0,1642.0,939.5,3.0
1498,,,,,,,,3.0
1499,358.0,405.0,685.0,759.0,2844.0,2027.0,1512.0,3.0
1500,429.0,626.0,1070.0,1210.0,3799.0,2270.0,1449.0,3.0
1501,520.0,701.5,1183.0,1289.5,3937.5,2486.0,1617.0,3.0
1502,1075.0,1447.0,2108.0,2622.0,3590.0,4074.0,3176.0,3.0
1503,606.5,855.0,1328.5,1641.0,2503.5,2722.5,1997.0,3.0
1504,338.0,488.5,914.5,978.5,3055.0,1952.0,1186.5,3.0
1505,,,,,,,,3.0
1506,725.0,946.0,1409.0,1764.0,3110.0,3839.0,2850.0,3.0
1507,301.0,519.0,1029.0,1007.0,2739.0,2177.0,1218.0,3.0
1508,227.5,302.5,654.5,525.5,3149.5,1761.5,907.0,3.0
1509,,,,,,,,3.0
1510,535.0,687.0,1002.0,1186.0,2650.0,2170.0,1385.0,3.0
1511,215.0,284.0,673.0,421.0,3227.0,1678.0,780.0,3.0
1512,,,,,,,,3.0
1513,356.0,390.0,750.0,630.0,3957.0,2345.0,1198.0,3.0
1514,360.0,433.0,782.0,868.0,3204.0,2681.0,1500.0,3.0
1515,227.0,308.0,616.0,663.0,2380.0,1825.0,978.0,3.0
1516,329.0,453.0,805.0,774.0,4033.0,1762.0,1177.0,3.0
1517,257.0,420.0,883.0,756.0,4118.0,1874.0,1067.0,3.0
1518,621.0,856.0,1347.0,1815.0,3083.0,3686.0,2700.0,3.0
1519,748.0,895.0,1405.0,1871.5,2690.0,3335.0,2807.0,3.0
1520,,,,,,,,3.0
1521,,,,,,,,3.0
1522,372.0,477.0,935.0,1038.0,1919.0,1935.0,1300.0,3.0
1523,67.0,130.0,378.0,249.0,2780.0,818.0,319.0,3.0
1524,215.0,313.0,613.0,823.0,1922.0,1610.0,992.0,3.0
1525,,,,,,,,3.0
1526,4901.0,4933.0,5356.0,5501.0,6474.0,5212.0,4636.0,3.0
1527,180.5,260.0,605.0,477.0,2610.5,1513.5,793.5,3.0
1528,288.0,382.0,741.0,771.0,2966.0,2003.0,1079.0,3.0
1529,,,,,,,,3.0
1530,1919.0,1954.0,2046.0,2165.0,3011.0,1617.0,1195.0,3.0
1531,156.0,255.0,725.0,510.5,3880.0,1559.0,699.0,3.0
1532,192.0,302.5,760.0,607.0,2969.0,1757.0,952.0,3.0
1533,863.0,855.0,1139.5,1010.5,3222.5,1746.5,1187.5,3.0
1534,342.0,533.0,1127.5,1297.0,4240.0,3068.0,1686.0,3.0
1535,,,,,,,,3.0
1536,,,,,,,,3.0
1537,486.0,632.0,996.0,1100.0,1963.0,2137.0,1700.0,3.0
1538,,,,,,,,3.0
1539,277.0,318.0,467.0,532.0,756.0,895.0,682.0,3.0
1540,,,,,,,,3.0
1541,,,,,,,,3.0
1542,424.0,569.0,817.0,945.0,2132.0,2023.0,1272.0,3.0
1543,,,,,,,,3.0
1544,1702.0,1645.0,1600.0,1612.0,2132.0,1794.0,1504.0,3.0
1545,1448.0,1501.5,1675.0,1670.5,3822.0,2673.0,1979.0,3.0
1546,,,,,,,,3.0
1547,549.0,532.0,623.0,672.0,928.0,1043.0,825.0,3.0
1548,,,,,,,,3.0
1549,,,,,,,,3.0
1550,718.5,924.5,1497.0,1854.0,3170.5,3657.0,2880.5,3.0
1551,147.0,230.0,615.0,352.0,4549.0,1566.0,646.0,3.0
1552,2927.0,2978.5,3130.5,3198.5,4089.5,3500.0,2827.0,3.0
1553,254.0,344.0,699.0,676.0,2827.0,1470.0,882.0,3.0
1554,473.0,644.0,1130.0,1415.5,2405.0,2692.5,1902.0,3.0
1555,325.0,498.0,893.0,1115.0,1839.0,1946.0,1369.0,3.0
1556,896.0,1102.0,1802.0,2550.0,3703.0,4732.0,4048.0,3.0
1557,2248.0,2361.0,2720.0,2751.0,5211.0,3978.0,3447.0,3.0
1558,1007.0,1247.0,1939.0,2614.0,3618.0,4557.0,3883.0,3.0
1559,470.0,586.0,1028.0,1426.0,2356.0,2461.0,1717.0,3.0
1560,2659.5,2757.5,2842.0,2888.0,3874.0,3507.0,2833.5,3.0
1561,230.0,270.0,544.0,430.0,3361.0,1522.0,810.0,3.0
1562,320.5,399.0,703.5,711.5,2648.0,2365.0,1419.5,3.0
1563,258.0,347.0,661.0,769.0,1683.0,1679.0,1127.0,3.0
1564,,,,,,,,3.0
1565,,,,,,,,3.0
1566,338.0,454.0,760.0,974.0,2765.0,2622.0,1657.0,3.0
1567,,,,,,,,3.0
1568,216.0,349.0,837.0,742.0,3533.0,1597.0,792.0,3.0
1569,254.0,287.0,609.0,358.0,4721.0,1938.0,866.0,3.0
1570,555.0,765.0,1159.0,1434.0,3758.0,3583.0,2191.0,3.0
1571,,,,,,,,3.0
1572,54.0,170.0,519.0,469.0,1794.0,792.0,414.0,3.0
1573,156.0,288.5,830.5,584.0,4998.5,1380.0,652.5,3.0
1574,880.0,1082.0,1643.0,2035.0,3062.0,3699.0,2978.0,3.0
1575,639.0,794.0,1229.0,1546.0,2402.0,2768.0,2212.0,3.0
1576,1891.0,1885.0,2036.0,2049.0,3429.0,3345.0,2438.0,3.0
1577,257.0,295.0,589.0,421.0,3802.0,1713.0,837.0,3.0
1578,433.0,538.0,906.0,1063.0,2522.0,2481.0,1717.0,3.0
1579,308.0,405.0,727.5,758.5,2092.0,2008.5,1217.0,3.0
1580,3284.0,3291.0,3394.0,3438.0,4880.0,4111.0,3868.0,3.0
1581,98.0,140.0,301.0,139.0,4200.0,907.0,342.0,3.0
1582,852.0,1212.0,1719.5,2310.0,3901.5,4513.0,2892.5,3.0
1583,230.0,295.0,769.0,448.0,4005.0,1640.0,725.0,3.0
1584,283.0,409.0,823.0,995.0,2371.0,1787.0,1113.0,3.0
1585,151.0,215.5,513.0,335.0,4531.0,1383.5,724.0,3.0
1586,785.0,1223.0,1998.0,2904.0,4750.0,4667.0,2689.0,3.0
1587,,,,,,,,3.0
1588,,,,,,,,3.0
1589,252.0,277.0,497.0,408.0,3378.0,1364.0,742.0,3.0
1590,852.0,1018.0,1572.0,1994.0,3131.0,3943.0,2767.0,3.0
1591,,,,,,,,3.0
1592,847.0,843.0,942.0,904.0,1335.0,1036.0,664.0,3.0
1593,209.0,292.0,626.0,548.5,4135.5,1600.0,821.5,3.0
1594,785.0,941.0,1462.0,1877.0,2890.0,4091.0,3103.0,3.0
1595,671.0,815.0,1424.0,1743.0,2201.0,2591.0,1985.0,3.0
1596,,,,,,,,3.0
1597,365.0,464.0,880.0,784.0,3829.0,2182.0,1328.0,3.0
1598,1308.0,1431.0,1780.0,1982.0,3265.0,3064.0,2182.0,3.0
1599,,,,,,,,3.0
1600,497.0,668.0,1167.0,1327.0,3797.5,2744.5,1817.5,3.0
1601,160.0,244.0,571.0,375.0,5137.0,1536.0,659.0,3.0
1602,846.0,1029.0,1622.0,2221.0,3036.0,3711.0,2850.0,3.0
1603,449.0,561.5,1025.0,1207.0,2309.0,2427.5,1594.0,3.0
1604,280.0,405.0,729.0,821.0,3980.0,1750.0,1013.0,3.0
1605,270.0,400.0,1508.0,1289.0,5841.0,1433.0,721.0,3.0
1606,684.0,916.0,1449.0,1770.0,3669.0,4113.0,2820.0,3.0
1607,527.0,609.0,899.0,1123.0,1732.0,2377.0,2218.0,3.0
1608,202.0,270.0,602.0,473.0,3765.0,1639.0,768.0,3.0
1609,159.0,231.0,461.0,325.0,4542.0,1343.0,581.0,3.0
1610,705.0,900.0,1384.0,1778.0,2935.0,3707.0,2887.0,3.0
1611,,,,,,,,3.0
1612,203.0,260.0,521.0,374.0,3023.0,1388.0,644.0,3.0
1613,531.0,523.0,643.0,541.0,3809.0,1014.0,581.0,3.0
1614,558.0,897.0,1387.0,1715.0,2733.0,2997.0,2156.0,3.0
1615,,,,,,,,3.0
1616,191.0,301.0,717.0,568.0,3704.0,1634.0,792.0,3.0
1617,658.0,702.0,869.0,742.0,3950.0,1140.0,705.0,3.0
1618,629.0,892.0,1244.0,1586.0,2722.0,3673.0,3047.0,3.0
1619,,,,,,,,3.0
1620,455.5,501.0,729.5,712.5,2366.0,1720.0,1070.0,3.0
1621,281.0,312.0,578.0,487.0,3493.0,1718.0,944.0,3.0
1622,396.0,572.0,907.0,1138.0,2149.0,2250.0,1477.0,3.0
1623,196.5,415.5,1005.0,1069.0,2892.5,2486.5,1835.5,3.0
1624,376.0,506.0,822.0,780.0,2648.0,2178.0,1403.0,3.0
1625,248.0,313.0,563.5,432.5,3410.0,1538.0,806.5,3.0
1626,434.0,571.5,829.5,968.0,1562.0,2045.5,1523.5,3.0
1627,241.5,320.0,587.5,540.0,1915.5,1602.5,906.0,3.0
1628,394.0,502.0,901.0,975.5,2758.5,2336.5,1564.5,3.0
1629,756.0,813.0,1222.0,1129.0,3587.0,1809.0,1197.0,3.0
1630,500.0,620.0,944.0,1172.0,3251.0,2820.0,1757.0,3.0
1631,331.0,395.0,621.5,580.5,1953.5,1433.0,963.0,3.0
1632,,,,,,,,3.0
1633,194.0,289.0,657.5,483.5,4721.0,1385.5,671.5,3.0
1634,502.5,567.0,892.0,779.0,3070.5,2059.0,1189.0,3.0
1635,,,,,,,,3.0
1636,281.0,329.0,575.0,515.0,3217.0,1692.0,906.0,3.0
1637,203.0,206.0,335.0,250.0,3416.0,1073.0,489.0,3.0
1638,420.0,552.0,806.0,1026.0,1651.0,1831.0,1249.0,3.0
1639,585.5,598.0,767.5,710.0,1438.0,1171.0,802.0,3.0
1640,231.5,300.0,566.0,568.0,3042.5,2282.5,1241.5,3.0
1641,249.0,287.0,520.5,386.0,3396.5,2032.5,945.0,3.0
1642,545.0,659.5,1051.5,1169.0,3158.5,3198.0,2183.0,3.0
1643,382.5,520.5,889.5,1136.0,2271.0,2333.5,1659.5,3.0
1644,339.0,427.0,702.0,776.0,1863.0,1898.0,1363.0,3.0
1645,358.0,415.0,674.0,670.0,2783.0,1897.0,1254.0,3.0
1646,497.0,653.0,1070.0,1339.0,2980.0,2674.0,1895.0,3.0
1647,262.5,269.5,501.5,290.0,3668.5,1767.5,809.5,3.0
1648,4242.0,4313.0,4494.0,4694.0,5158.0,4989.0,4402.0,3.0
1649,283.0,351.0,606.0,558.0,2076.0,1697.0,1018.0,3.0
1650,334.0,429.0,829.0,844.0,3501.0,2284.0,1167.0,3.0
1651,241.5,297.0,449.5,531.0,1383.5,1328.0,858.5,3.0
1652,1228.0,1323.0,1511.0,1544.0,2969.0,2657.0,2038.0,3.0
1653,218.5,260.0,519.0,434.0,3487.0,1463.0,772.5,3.0
1654,507.0,606.0,875.5,1088.5,1742.0,2224.5,1806.5,3.0
1655,477.0,513.0,624.0,597.0,899.5,531.5,337.0,3.0
1656,294.5,396.0,803.5,671.0,3600.0,2034.5,1152.5,3.0
1657,2234.0,2185.0,2332.0,2261.0,4764.0,3027.0,2340.0,3.0
1658,519.0,649.0,1092.0,1303.0,2296.0,2838.0,2262.0,3.0
1659,,,,,,,,3.0
1660,,,,,,,,3.0
1661,453.0,494.5,755.0,800.0,2904.5,1586.5,1134.5,3.0
1662,330.0,384.0,754.0,805.0,4105.0,1658.0,1205.0,3.0
1663,224.0,272.0,453.0,700.0,1143.0,1171.0,959.0,3.0
1664,3547.0,3516.0,3456.0,3458.0,4350.0,2617.0,2285.0,3.0
1665,749.5,808.5,994.0,1135.5,1938.0,2319.5,1958.5,3.0
1666,422.0,504.0,740.5,727.0,2676.0,1639.0,1235.5,3.0
1667,,,,,,,,3.0
1668,609.0,812.0,1167.0,1175.0,2651.0,2398.0,1948.0,3.0
1669,252.0,348.0,646.5,544.5,2562.0,1177.5,788.0,3.0
1670,549.0,763.0,1165.0,1337.0,2093.0,2347.0,2137.0,3.0
1671,,,,,,,,3.0
1672,374.0,430.0,785.0,624.0,4139.0,1990.0,1116.0,3.0
1673,261.5,322.5,668.0,512.0,4657.5,1359.5,758.5,3.0
1674,644.0,805.0,1243.0,1559.0,2916.0,2871.0,2471.0,3.0
1675,,,,,,,,3.0
1676,456.0,621.0,1188.0,1122.0,3581.0,2313.0,1550.0,3.0
1677,962.0,1080.0,1397.5,1477.0,4161.0,2442.5,1871.5,3.0
1678,322.0,323.0,657.0,333.0,5152.0,1949.0,828.0,3.0
1679,,,,,,,,3.0
1680,366.5,482.0,751.0,833.0,1856.0,1710.5,1342.0,3.0
1681,2895.5,3044.0,3057.0,3216.5,3912.5,3238.0,2815.0,3.0
1682,262.0,319.5,617.5,473.0,3499.0,1582.5,850.5,3.0
1683,378.0,511.0,797.0,1078.0,2039.0,1784.0,1140.0,3.0
1684,717.0,888.0,1408.0,1639.0,3081.0,2903.0,2380.0,3.0
1685,689.0,760.5,1082.0,1074.0,3848.0,2018.0,1458.0,3.0
1686,402.0,500.0,847.0,986.0,3048.0,2232.0,1756.0,3.0
1687,,,,,,,,3.0
1688,320.0,404.0,734.0,813.0,2959.0,2224.0,1310.0,3.0
1689,222.5,271.5,532.5,472.5,3472.5,1656.5,858.5,3.0
1690,585.0,758.5,1216.5,1563.5,3145.5,3322.5,2330.5,3.0
1691,136.0,224.5,619.0,445.0,3986.5,1591.5,657.5,3.0
1692,184.0,262.0,513.0,801.0,1383.0,2009.0,1631.0,3.0
1693,364.0,431.0,804.0,947.0,2307.0,2084.0,1533.0,3.0
1694,376.0,520.0,836.5,1170.5,2235.5,2399.5,1672.0,3.0
1695,198.5,279.0,602.0,561.0,2989.0,1867.0,970.0,3.0
1696,281.0,341.0,682.0,577.0,3470.0,2080.0,1136.0,3.0
1697,147.0,187.0,410.0,275.0,3973.0,1273.0,566.0,3.0
1698,669.5,896.0,1502.0,2056.5,2825.5,3279.5,2504.0,3.0
1699,367.0,432.0,614.0,570.0,1927.0,1398.0,786.0,3.0
1700,365.0,422.0,772.0,661.0,4202.0,2280.0,1214.0,3.0
1701,229.0,255.0,477.0,334.0,4493.5,1459.5,670.0,3.0
1702,1012.0,1351.0,1907.5,2444.0,3556.0,4581.0,3216.5,3.0
1703,,,,,,,,3.0
1704,,,,,,,,3.0
1705,308.0,374.0,738.0,721.0,3343.0,2022.0,1228.0,3.0
1706,603.5,818.0,1323.5,1846.5,3285.5,3723.0,2659.0,3.0
1707,205.0,303.5,737.5,789.0,2412.0,1980.0,1172.5,3.0
1708,,,,,,,,3.0
1709,619.5,746.5,1286.0,1471.5,3344.5,2249.5,1719.5,3.0
1710,644.5,779.5,1276.0,1563.0,3156.0,3182.0,2603.5,3.0
1711,1782.5,1819.5,1981.5,2021.5,3017.0,2682.0,2099.5,3.0
1712,255.0,294.0,649.0,549.0,3306.0,1901.0,1036.0,3.0
1713,185.5,199.0,393.5,249.0,3990.0,1180.5,514.0,3.0
1714,788.0,1017.0,1628.5,2123.5,3048.5,3735.5,2808.5,3.0
1715,,,,,,,,3.0
1716,296.0,366.5,482.0,558.0,1462.0,1531.5,1047.5,3.0
1717,356.5,464.0,748.5,634.5,3273.0,2097.0,1294.0,3.0
1718,469.0,567.0,851.5,820.0,3319.5,2399.5,1610.0,3.0
1719,361.0,477.0,702.0,766.0,2106.0,1890.0,1298.0,3.0
1720,2372.0,2790.5,3594.0,4428.0,5751.5,3854.5,2702.0,3.0
1721,2597.5,3142.5,4123.5,4900.5,6302.0,6737.5,5362.5,3.0
1722,2851.0,3375.0,4306.0,5134.0,6498.5,7102.0,5698.0,3.0
1723,2202.0,2589.0,3446.0,4171.0,5671.0,5210.0,3772.0,3.0
1724,275.0,368.0,635.0,721.0,2709.0,1656.0,975.0,3.0
1725,164.0,221.0,511.0,389.0,3775.0,1279.0,600.0,3.0
1726,661.0,811.0,1402.0,1875.0,2944.0,3062.0,2118.0,3.0
1727,292.0,327.5,506.0,492.5,1553.0,1177.5,723.5,3.0
1728,2386.0,2433.0,2550.0,2590.5,3501.5,2451.0,2046.5,3.0
1729,516.5,573.0,798.5,664.5,3031.0,1580.5,924.5,3.0
1730,324.0,377.0,636.0,658.0,2398.5,2014.0,1222.0,3.0
1731,2678.0,2670.5,2720.0,2771.5,3630.5,3427.0,3069.0,3.0
1732,553.0,691.0,1214.0,1641.0,3101.0,3720.0,3088.0,3.0
1733,804.0,1001.0,1703.0,2345.0,4179.0,5104.0,4435.0,3.0
1734,696.0,856.5,1477.0,1901.0,3785.0,4287.5,3457.0,3.0
1735,,,,,,,,3.0
1736,,,,,,,,3.0
1737,700.0,893.0,1194.0,1467.0,2566.0,2554.0,2102.0,3.0
1738,705.0,879.0,1400.0,1718.5,2558.5,3194.0,2641.5,3.0
1739,627.0,773.0,1243.0,1452.0,2772.0,2816.0,2200.0,3.0
1740,,,,,,,,3.0
1741,237.0,281.0,542.0,433.0,3742.0,1203.0,565.0,3.0
1742,735.0,868.5,1370.0,1716.5,2676.0,3123.0,2418.5,3.0
1743,484.0,567.5,928.0,940.0,4412.5,1869.5,1048.5,3.0
1744,,,,,,,,3.0
1745,207.5,325.5,706.0,494.5,4520.0,1902.5,1089.0,3.0
1746,587.0,701.0,1003.0,1254.0,2149.0,2493.0,2145.0,3.0
1747,615.0,748.0,1033.0,1270.0,2077.0,2512.0,2211.0,3.0
1748,,,,,,,,3.0
1749,178.0,223.0,545.0,345.0,3712.0,1429.0,641.0,3.0
1750,453.0,599.0,884.0,1231.0,2167.0,1972.0,1317.0,3.0
1751,,,,,,,,3.0
1752,,,,,,,,3.0
1753,285.0,379.0,711.0,761.0,4298.0,1668.0,1041.0,3.0
1754,778.0,939.0,1399.0,1816.0,3009.0,3325.0,2692.0,3.0
1755,524.5,610.0,953.5,1028.0,3328.5,2282.5,1747.5,3.0
1756,,,,,,,,3.0
1757,183.5,232.0,513.0,365.5,3960.0,1429.5,712.0,3.0
1758,713.5,867.5,1256.5,1667.5,2710.5,3289.0,2711.0,3.0
1759,1831.5,1926.5,2200.0,2413.5,3215.0,3408.5,2953.0,3.0
1760,,,,,,,,3.0
1761,319.5,413.0,846.0,813.5,3124.5,1898.0,1257.0,3.0
1762,655.0,915.0,1398.0,1929.0,3009.0,2811.0,2008.0,3.0
1763,434.0,527.0,979.5,924.0,3387.0,2510.0,1648.0,3.0
1764,,,,,,,,3.0
1765,257.0,286.0,604.0,437.0,4324.0,1780.0,897.0,3.0
1766,285.5,309.5,502.0,405.0,1977.5,1919.5,1223.5,3.0
1767,288.0,321.0,587.0,432.0,2374.0,1793.0,1051.0,3.0
1768,,,,,,,,3.0
1769,137.0,200.0,414.0,301.0,2777.0,1152.0,632.0,3.0
1770,869.5,836.0,1114.0,884.5,3471.5,1769.5,1059.0,3.0
1771,103.0,146.0,425.0,218.0,3106.0,1124.0,486.0,3.0
1772,,,,,,,,3.0
