,B1,B2,B3,B4,B5,B6,B7,date
1000,761.0,958.0,1591.0,2004.0,3383.0,3724.0,3038.0,2.0
1001,976.0,1217.0,1950.0,2612.0,3823.0,4819.0,3991.0,2.0
1002,1636.0,1985.0,3142.0,3963.0,4978.0,6087.0,5172.0,2.0
1003,792.0,982.0,1688.0,2097.0,4037.0,3997.0,2921.0,2.0
1004,786.0,896.0,1198.0,1520.0,2377.0,3568.0,3072.0,2.0
1005,954.0,1150.0,1846.0,2606.0,3577.0,4449.0,3897.0,2.0
1006,1345.5,1621.0,2617.0,3708.0,4901.5,5919.5,5241.5,2.0
1007,,,,,,,,2.0
1008,564.0,653.0,952.5,1230.0,2175.0,3141.0,2391.0,2.0
1009,613.5,764.5,1313.5,1792.0,3180.5,3468.0,2630.5,2.0
1010,676.0,847.0,1347.5,1847.0,3085.5,3784.5,2868.5,2.0
1011,423.0,547.0,993.0,1273.0,2546.0,2834.0,2119.0,2.0
1012,378.0,489.0,856.0,1067.0,1497.0,2087.0,1593.0,2.0
1013,671.5,856.5,1437.5,1787.0,2418.5,3161.0,2586.0,2.0
1014,617.0,773.0,1201.0,1502.0,2148.0,2800.0,2167.0,2.0
1015,422.0,504.0,610.0,657.0,851.0,811.0,643.0,2.0
1016,809.0,1009.0,1686.0,2306.0,2995.0,3904.0,3244.0,2.0
1017,852.0,1083.0,1830.0,2526.0,4035.0,4456.0,3910.0,2.0
1018,1082.5,1315.5,2096.0,2937.5,4565.5,4755.0,3746.0,2.0
1019,778.5,922.0,1487.0,2216.5,3007.0,3880.5,3260.5,2.0
1020,399.0,571.0,1029.0,1319.0,2153.0,2590.0,2055.0,2.0
1021,427.5,549.5,862.0,960.0,2064.0,2013.5,1438.5,2.0
1022,678.0,907.0,1413.0,1892.0,2940.0,3318.0,2538.0,2.0
1023,399.0,505.0,763.0,1000.0,1809.0,2551.0,1876.0,2.0
1024,638.5,843.5,1267.0,1606.0,2220.5,2934.0,2540.5,2.0
1025,814.0,1104.0,1746.5,2211.0,3044.0,3770.0,3314.5,2.0
1026,966.0,1274.0,1973.0,2452.5,3217.0,4066.5,3632.0,2.0
1027,606.0,769.0,1217.0,1415.0,2262.0,2925.0,2418.0,2.0
1028,534.0,686.0,1128.5,1508.5,2444.5,3348.0,2544.5,2.0
1029,782.0,1024.5,1562.0,1991.0,3742.0,4123.5,2963.0,2.0
1030,861.0,1122.0,1773.0,2402.0,3446.0,4880.0,3788.0,2.0
1031,626.0,811.5,1292.0,1606.0,2882.5,3262.0,2356.5,2.0
1032,437.5,508.0,791.5,1025.0,2183.5,2816.0,2154.5,2.0
1033,442.5,599.0,1064.5,1499.0,2761.5,2930.0,2217.0,2.0
1034,577.0,736.0,1227.5,1817.5,2780.5,3450.0,2763.5,2.0
1035,497.0,625.0,1024.0,1504.0,2367.0,3025.0,2499.0,2.0
1036,785.0,945.0,1491.0,2126.0,2860.0,3626.0,3146.0,2.0
1037,917.5,1114.5,1748.5,2550.0,3541.0,4190.0,3551.5,2.0
1038,1007.0,1160.0,1818.0,2682.5,3521.5,4291.0,3618.5,2.0
1039,863.0,1004.0,1559.0,1919.0,2500.0,3036.0,2591.0,2.0
1040,2609.0,2693.0,2858.0,3032.5,3778.0,3630.0,2892.5,2.0
1041,511.5,631.0,1012.0,1372.5,2256.5,2603.5,2081.5,2.0
1042,620.0,771.0,1180.0,1524.0,2721.0,2756.0,2077.0,2.0
1043,7207.0,7197.0,7177.0,7293.0,7366.0,4884.0,3373.0,2.0
1044,207.0,312.0,530.0,707.0,1013.0,1261.0,983.0,2.0
1045,865.5,1070.5,1663.0,2232.5,3617.5,4352.0,3508.5,2.0
1046,1054.0,1239.5,1876.5,2520.0,3465.5,4675.0,3724.0,2.0
1047,902.0,1091.0,1667.0,2116.0,2864.0,3969.0,3073.0,2.0
1048,,,,,,,,2.0
1049,1036.0,1217.0,1723.0,2264.0,3461.0,3106.0,2524.0,2.0
1050,1131.0,1331.5,1812.0,2391.0,3389.5,3295.5,2720.0,2.0
1051,1044.0,1161.5,1524.0,1919.0,2700.5,2429.0,2059.5,2.0
1052,1645.0,2011.0,2513.0,2924.0,3680.0,4141.0,2877.0,2.0
1053,2222.0,2694.0,3417.0,3878.0,4969.0,5473.0,3863.0,2.0
1054,2305.0,2749.5,3636.0,4254.5,5332.0,5677.5,3966.0,2.0
1055,,,,,,,,2.0
1056,501.0,626.0,1095.0,1740.0,2490.0,3532.0,3109.0,2.0
1057,755.0,913.0,1550.0,2410.0,3359.0,4443.0,3812.0,2.0
1058,765.0,974.5,1734.5,2667.0,3814.0,4732.5,4034.0,2.0
1059,,,,,,,,2.0
1060,499.0,658.0,1006.0,1265.0,2989.0,3418.0,2527.0,2.0
1061,662.0,856.0,1443.0,2003.0,3185.0,3977.0,3319.0,2.0
1062,643.0,896.0,1545.0,2150.0,3135.5,4094.0,3361.0,2.0
1063,,,,,,,,2.0
1064,553.0,686.0,1123.0,1581.0,2501.0,3416.0,2877.0,2.0
1065,741.0,856.0,1482.0,2321.0,3109.0,4189.0,3551.0,2.0
1066,784.0,947.0,1647.0,2553.0,3395.0,4527.5,3867.5,2.0
1067,,,,,,,,2.0
1068,670.0,778.0,1290.0,2047.0,2718.0,3581.0,3090.0,2.0
1069,832.0,1006.0,1712.0,2737.0,3670.0,4692.0,3970.0,2.0
1070,930.5,1121.0,1967.5,3096.5,4005.5,5070.5,4357.5,2.0
1071,,,,,,,,2.0
1072,2192.0,2386.0,2891.0,3182.0,4603.0,4166.0,3413.0,2.0
1073,2035.0,2438.0,3179.0,3702.0,4351.0,5197.0,4482.0,2.0
1074,1907.0,2277.5,2998.0,3485.0,4284.0,5130.0,4295.5,2.0
1075,1473.0,1684.0,2198.0,2402.0,4375.0,3641.0,2910.0,2.0
1076,492.0,656.5,1029.0,1170.5,1638.0,2563.5,2188.0,2.0
1077,565.0,834.0,1395.0,1561.0,2499.0,2890.0,2419.0,2.0
1078,668.0,890.0,1532.0,1774.0,2145.0,3208.0,2777.0,2.0
1079,529.0,708.0,1206.0,1348.0,1732.0,2648.0,2227.0,2.0
1080,941.0,1143.0,1865.0,2642.0,3370.0,4087.0,3518.0,2.0
1081,1051.0,1286.0,2183.0,3099.0,4112.0,5183.0,4405.0,2.0
1082,1167.5,1421.5,2319.5,3319.0,4266.0,5252.0,4494.0,2.0
1083,,,,,,,,2.0
1084,,,,,,,,2.0
1085,1066.0,1273.0,1808.0,2340.0,3138.0,4135.0,3453.0,2.0
1086,1071.5,1320.5,1916.0,2469.5,3260.0,4260.5,3471.0,2.0
1087,897.5,1118.5,1625.0,2011.0,3105.5,3649.0,2986.5,2.0
1088,488.0,604.0,926.0,1100.0,3438.0,3205.0,2007.0,2.0
1089,1164.0,1417.0,2262.0,2766.0,3414.0,3811.0,3377.0,2.0
1090,1414.5,1685.5,2586.0,3154.0,3773.5,4274.0,3749.5,2.0
1091,,,,,,,,2.0
1092,915.0,1044.0,1619.0,2374.0,3046.0,3627.0,3088.0,2.0
1093,1869.0,1911.0,2498.0,2645.0,3573.0,3937.0,3393.0,2.0
1094,1114.5,1336.5,2265.0,3357.5,4374.0,5402.5,4592.0,2.0
1095,,,,,,,,2.0
1096,666.5,814.0,1240.0,1773.5,2472.5,3462.0,2937.0,2.0
1097,1313.5,1602.5,2407.5,3290.0,4481.0,5032.5,4415.0,2.0
1098,1015.0,1229.5,1925.5,2792.0,3679.5,4705.0,3970.0,2.0
1099,667.0,791.0,1260.0,1853.0,2649.0,3532.0,2870.0,2.0
1100,328.0,378.0,543.0,606.0,1666.0,1860.0,1335.0,2.0
1101,507.5,658.0,1119.0,1383.5,2796.5,2808.0,2153.0,2.0
1102,494.0,618.0,994.0,1280.0,2643.0,2937.0,2207.0,2.0
1103,330.0,405.0,678.0,851.0,1861.0,1901.0,1474.0,2.0
1104,362.0,413.0,783.0,591.0,4996.0,1935.0,1030.0,2.0
1105,750.0,938.0,1452.0,2016.0,4245.0,2643.0,1582.0,2.0
1106,750.0,908.0,1347.0,1768.0,2553.0,3268.0,2570.0,2.0
1107,240.0,262.0,391.0,297.0,1345.0,715.0,401.0,2.0
1108,465.0,531.0,739.0,905.0,2351.0,2769.0,1805.0,2.0
1109,592.0,710.0,1225.0,1427.0,3598.0,3077.0,2311.0,2.0
1110,458.5,557.0,873.5,1028.0,2161.0,2063.5,1535.5,2.0
1111,,,,,,,,2.0
1112,683.0,832.0,1308.0,1948.0,2741.0,3799.0,3226.0,2.0
1113,1118.0,1398.0,2251.0,3277.5,4338.5,5406.5,4570.0,2.0
1114,1140.0,1402.0,2291.0,3327.5,4308.0,5260.5,4303.0,2.0
1115,962.0,1189.0,1745.0,2458.0,3399.0,3778.0,2923.0,2.0
1116,605.0,681.0,1029.0,1491.0,2360.0,3299.0,2576.0,2.0
1117,342.0,463.0,937.0,1188.0,2862.0,2656.0,1775.0,2.0
1118,631.5,748.5,1340.5,1885.0,3424.0,3940.5,3115.5,2.0
1119,,,,,,,,2.0
1120,474.0,572.0,841.0,1146.0,1706.5,2519.5,2396.0,2.0
1121,704.0,889.0,1394.0,1996.0,2895.0,3041.0,2898.0,2.0
1122,582.0,719.0,1123.0,1652.0,2231.0,2562.0,2378.0,2.0
1123,660.5,781.0,1227.5,1779.5,2322.5,2737.5,2691.0,2.0
1124,901.0,1064.0,1618.0,2101.0,2608.0,3335.0,2924.0,2.0
1125,838.0,1040.0,1600.0,2093.0,2804.0,3503.0,3023.0,2.0
1126,1050.5,1294.5,1984.5,2572.5,3406.5,4219.5,3665.5,2.0
1127,,,,,,,,2.0
1128,476.0,581.0,977.0,1421.5,1975.5,2929.0,2494.0,2.0
1129,630.0,775.0,1261.0,1836.0,2627.0,3596.0,3086.0,2.0
1130,391.0,515.0,964.0,1199.0,2647.0,2638.0,1898.0,2.0
1131,526.0,625.0,978.0,1424.0,2071.0,2956.0,2528.0,2.0
1132,485.0,596.0,871.0,1209.0,2048.0,3143.0,2467.0,2.0
1133,660.0,831.0,1319.5,1793.0,3036.0,4026.0,3072.0,2.0
1134,681.0,872.0,1394.0,1942.0,3033.0,3797.0,2817.0,2.0
1135,586.0,721.0,1177.0,1602.0,2738.0,3484.0,2580.0,2.0
1136,644.0,749.0,1059.0,1409.0,2189.0,3163.0,2571.0,2.0
1137,865.0,1008.0,1484.0,2042.0,3163.0,3805.0,3118.0,2.0
1138,797.5,968.5,1523.0,2062.5,3102.5,3755.0,3017.0,2.0
1139,,,,,,,,2.0
1140,335.0,414.0,710.5,749.5,2749.0,2112.0,1264.0,2.0
1141,1035.0,1253.5,1941.0,2384.5,3220.5,3843.0,3106.0,2.0
1142,1078.0,1316.0,2067.0,2524.0,3214.5,4119.5,3391.0,2.0
1143,594.0,829.0,1575.0,1545.0,3628.0,3429.0,2233.0,2.0
1144,504.0,616.0,1079.0,1742.0,2622.0,2935.0,2300.0,2.0
1145,701.0,832.0,1385.0,2367.0,3006.0,3541.0,2888.0,2.0
1146,792.0,871.0,1341.5,2330.0,2950.5,3423.0,2638.0,2.0
1147,612.0,697.0,1144.0,2008.0,2684.0,2953.0,2211.0,2.0
1148,947.5,1266.0,1893.0,2198.5,3912.0,3842.5,2797.0,2.0
1149,1022.0,1373.5,2029.0,2408.0,3726.5,4031.0,3224.0,2.0
1150,1508.0,1889.5,2653.0,3225.0,4036.0,4872.5,3958.0,2.0
1151,401.5,560.0,1075.5,1068.5,3884.5,2166.5,1306.5,2.0
1152,731.0,876.0,1321.0,1743.0,2656.0,3626.0,3178.0,2.0
1153,826.0,993.0,1487.0,2046.0,2885.0,3957.0,3521.0,2.0
1154,822.0,961.5,1448.5,1955.5,2813.5,3702.0,3215.0,2.0
1155,,,,,,,,2.0
1156,737.0,902.0,1378.0,1667.0,3283.0,3459.0,2706.0,2.0
1157,924.0,1127.0,1667.0,2172.0,3393.0,3945.0,3246.0,2.0
1158,887.0,1087.0,1697.0,2116.0,3710.5,3716.0,2897.5,2.0
1159,,,,,,,,2.0
1160,736.0,816.0,1152.0,1287.0,2160.0,2518.0,2132.0,2.0
1161,676.0,883.0,1305.0,1575.0,2642.0,2820.0,2338.0,2.0
1162,668.0,854.5,1242.0,1479.0,2367.0,2803.5,2338.0,2.0
1163,,,,,,,,2.0
1164,341.0,393.5,602.5,688.0,1910.5,2071.5,1441.0,2.0
1165,469.0,582.0,958.0,1204.0,2990.0,2792.0,1993.0,2.0
1166,497.0,623.0,1009.0,1354.0,2620.0,2971.0,2231.0,2.0
1167,489.0,517.0,712.0,861.0,2369.0,2447.0,1783.0,2.0
1168,697.0,837.0,1414.0,1595.0,3999.0,2799.0,2077.0,2.0
1169,1097.0,1346.0,1993.0,2633.0,4162.0,4237.0,3370.0,2.0
1170,1149.0,1399.5,2094.0,2710.0,4076.5,4149.0,3307.5,2.0
1171,776.0,936.0,1485.0,1994.0,3538.0,3196.0,2434.0,2.0
1172,888.0,1088.0,1572.0,1873.0,2889.0,3513.0,2835.0,2.0
1173,1398.0,1723.0,2407.0,2903.0,3903.0,4368.0,3485.0,2.0
1174,1542.5,1933.0,2675.0,3052.0,4213.0,4709.5,3737.0,2.0
1175,,,,,,,,2.0
1176,552.0,686.0,1115.0,1305.0,2907.0,2544.0,2020.0,2.0
1177,850.0,1038.0,1554.0,2020.0,2865.0,3478.0,3006.0,2.0
1178,832.5,1027.5,1525.5,2006.5,2805.5,3475.0,2882.0,2.0
1179,556.0,654.0,1019.0,1315.0,1974.0,2377.0,1836.0,2.0
1180,589.0,746.0,1245.0,1445.0,2779.0,3084.0,2334.0,2.0
1181,720.0,950.0,1468.0,1787.0,3624.0,3298.0,2443.0,2.0
1182,794.0,1026.0,1531.5,1941.5,3226.5,3551.5,2641.5,2.0
1183,,,,,,,,2.0
1184,458.0,581.0,907.0,1095.0,1794.0,2452.0,2046.0,2.0
1185,1035.5,1230.5,1811.5,2208.0,3143.5,3500.5,2975.5,2.0
1186,1144.0,1395.0,2293.0,2793.0,3690.0,4776.0,4069.0,2.0
1187,465.0,567.0,1010.0,1195.0,2149.0,2312.0,1849.0,2.0
1188,531.0,680.0,1056.0,1462.0,2059.0,3172.0,2753.0,2.0
1189,772.0,936.0,1591.0,2297.5,3294.5,4546.5,3823.0,2.0
1190,859.0,1017.0,1617.0,2418.0,3397.0,4802.0,4135.0,2.0
1191,666.0,769.0,1274.0,1856.0,2879.0,3796.0,3103.0,2.0
1192,586.0,711.0,1139.0,1586.0,2668.0,3157.0,2689.0,2.0
1193,894.5,1038.5,1482.0,1991.0,2872.5,3317.5,2939.0,2.0
1194,809.0,932.0,1412.0,2122.0,2824.0,3711.0,3347.0,2.0
1195,589.0,678.0,1031.0,1538.0,2147.0,2927.0,2698.0,2.0
1196,795.0,892.0,1296.0,1517.0,3038.0,2977.0,2149.0,2.0
1197,1120.0,1282.0,1864.0,2388.0,3426.0,4006.0,3126.0,2.0
1198,1189.5,1404.5,2057.0,2606.0,3666.0,4243.0,3331.5,2.0
1199,,,,,,,,2.0
1200,386.0,476.0,889.0,884.0,3074.0,2387.0,1472.0,2.0
1201,515.0,683.0,1115.0,1498.0,3475.0,2409.0,1414.0,2.0
1202,611.5,812.5,1263.5,1572.0,2698.0,3054.0,2226.0,2.0
1203,1140.0,1163.0,1251.0,1164.0,2082.0,1532.0,913.0,2.0
1204,420.0,555.0,838.0,1112.0,1650.0,1973.0,1667.0,2.0
1205,477.0,684.5,1230.0,1516.5,3043.5,2481.0,1807.0,2.0
1206,532.0,694.0,1092.0,1469.0,2613.0,2655.0,2027.0,2.0
1207,475.0,607.0,872.0,1206.0,1872.0,2367.0,1906.0,2.0
1208,568.0,710.0,1143.0,1531.0,2048.0,2624.0,2384.0,3.0
1209,660.5,800.5,1325.0,1774.5,3608.0,2709.5,2141.5,3.0
1210,652.0,796.0,1253.0,1765.0,2792.0,2861.0,2362.0,3.0
1211,444.0,549.0,887.0,1227.0,1926.0,2179.0,1792.0,3.0
1212,652.0,772.0,1230.0,1453.0,3309.0,3027.0,2197.0,3.0
1213,704.0,899.0,1391.0,1728.0,4051.0,3402.0,2285.0,3.0
1214,747.5,885.0,1329.0,1643.0,3416.0,3203.0,2327.0,3.0
1215,,,,,,,,3.0
1216,392.0,472.0,850.0,1284.0,1776.0,2488.0,2097.0,3.0
1217,880.0,946.5,1353.0,1958.5,2837.0,3517.5,2923.0,3.0
1218,763.0,899.0,1539.0,2440.0,3316.0,4072.0,3465.0,3.0
1219,564.0,634.0,1059.0,1434.0,2471.0,2683.0,2143.0,3.0
1220,626.0,802.0,1303.0,1731.0,2491.0,3602.0,3060.0,3.0
1221,800.5,963.5,1602.0,2128.5,3238.0,3804.0,3008.5,3.0
1222,915.0,1088.0,1774.0,2387.0,3489.0,4553.0,3706.0,3.0
1223,695.0,846.0,1405.0,1923.0,3094.0,3837.0,3106.0,3.0
1224,539.5,686.0,1084.0,1445.5,2625.0,3016.5,2352.0,3.0
1225,820.0,984.0,1561.0,2200.0,3241.0,3768.0,3321.0,3.0
1226,306.0,351.0,717.0,526.0,4914.0,2226.0,1122.0,3.0
1227,305.0,316.0,571.0,333.0,4021.0,1839.0,851.0,3.0
1228,754.0,979.0,1502.0,1942.0,2758.0,3687.0,2996.0,3.0
1229,1070.5,1309.0,1858.5,2481.0,3475.5,4882.0,4241.0,3.0
1230,1139.0,1391.0,2096.0,2774.0,3718.0,4947.0,4086.0,3.0
1231,832.0,1033.0,1636.0,2099.0,3186.0,3787.0,3011.0,3.0
1232,608.0,779.0,1154.0,1506.0,2408.0,3272.0,2580.0,3.0
1233,1025.0,1243.5,1786.0,2329.5,3541.5,4527.5,3725.0,3.0
1234,934.0,1150.0,1701.0,2245.0,3461.0,4319.0,3535.0,3.0
1235,672.0,844.0,1368.0,1704.0,3117.0,3495.0,2670.0,3.0
1236,341.0,396.5,662.5,763.5,3444.0,2592.0,1455.5,3.0
1237,779.0,1029.0,1626.0,2187.0,3425.0,4032.0,3066.0,3.0
1238,922.5,1164.0,1827.0,2410.0,3232.0,4527.5,3754.5,3.0
1239,594.0,708.0,1217.0,1412.0,3095.0,3432.0,2332.0,3.0
1240,727.0,796.0,1163.0,1405.0,2856.0,3387.0,2599.0,3.0
1241,848.0,979.0,1481.0,2024.0,2774.0,3772.0,3272.0,3.0
1242,812.5,946.0,1450.5,2002.5,2834.5,3864.0,3194.5,3.0
1243,,,,,,,,3.0
1244,780.0,966.0,1470.0,1991.0,2691.0,3654.0,3149.0,3.0
1245,907.0,1074.0,1665.5,2336.5,3377.0,4352.5,3712.5,3.0
1246,969.0,1132.0,1777.0,2456.0,3568.0,4527.0,3908.0,3.0
1247,633.0,764.0,1283.0,1639.0,3292.0,3390.0,2571.0,3.0
1248,667.0,736.0,1085.0,1227.0,3323.0,2779.0,1833.0,3.0
1249,717.0,907.0,1440.0,1804.0,3892.0,3468.0,2259.0,3.0
1250,750.0,878.0,1376.5,1766.0,3084.5,3070.0,2309.0,3.0
1251,,,,,,,,3.0
1252,743.0,929.0,1401.0,1668.0,2503.0,3032.0,2407.0,3.0
1253,1006.0,1233.0,1705.0,2054.0,3158.0,3618.0,2838.0,3.0
1254,1020.0,1222.5,1801.5,2244.0,3125.0,3620.5,2856.0,3.0
1255,,,,,,,,3.0
1256,695.0,788.0,1198.0,1684.0,2870.0,3227.0,2750.0,3.0
1257,790.5,932.5,1429.5,2037.0,3469.5,3519.5,2958.5,3.0
1258,988.5,1211.5,1807.5,2593.5,3542.5,4228.0,3577.0,3.0
1259,896.0,1076.0,1516.0,2227.0,3013.0,3801.0,3356.0,3.0
1260,328.0,418.0,714.0,844.0,1107.0,626.0,464.0,3.0
1261,980.0,1156.0,1686.0,2008.0,3336.0,3515.0,2944.0,3.0
1262,460.5,517.0,818.5,784.0,3330.0,1933.5,1212.0,3.0
1263,,,,,,,,3.0
1264,619.5,762.0,1079.0,1346.5,2225.0,2868.5,2299.0,3.0
1265,806.0,1008.0,1553.0,1920.0,3207.0,3885.0,3123.0,3.0
1266,797.0,1032.0,1522.0,1917.0,3066.0,3884.0,3041.0,3.0
1267,635.0,767.0,1115.0,1416.0,2365.0,3021.0,2358.0,3.0
1268,603.0,669.0,1026.0,1116.0,2959.0,2363.0,1675.0,3.0
1269,711.0,875.0,1333.5,1658.0,3156.0,2886.0,2179.0,3.0
1270,1075.0,1301.5,1805.0,2307.5,2998.0,3801.0,3187.5,3.0
1271,956.0,1062.0,1409.0,1739.0,2459.0,3233.0,2777.0,3.0
1272,938.0,1158.5,1679.0,2104.0,4279.0,3670.0,2917.0,3.0
1273,1547.5,1895.5,2780.5,3482.0,4454.5,5351.5,4510.5,3.0
1274,1570.0,1899.0,2745.0,3322.0,4379.0,5046.0,4139.0,3.0
1275,1110.0,1339.0,1973.0,2427.0,3341.5,4022.5,3242.0,3.0
1276,514.0,617.0,921.0,1211.0,1860.0,2668.0,2167.0,3.0
1277,599.0,715.0,1141.0,1666.0,2535.0,2979.0,2539.0,3.0
1278,734.5,884.5,1417.5,2042.0,3011.0,3556.0,2953.5,3.0
1279,429.0,510.0,790.5,1180.0,1805.5,2339.5,1949.5,3.0
1280,655.5,786.0,1063.5,1320.5,2833.0,3141.5,2404.5,3.0
1281,1454.0,1731.0,2551.0,3352.0,4591.0,5685.0,4873.0,3.0
1282,1567.5,1870.5,2651.0,3514.5,4729.0,5811.0,4908.0,3.0
1283,1117.0,1314.5,1944.0,2525.5,3899.5,4307.0,3353.5,3.0
1284,859.0,1080.0,1593.0,2101.0,3095.0,4013.0,3417.0,3.0
1285,1028.0,1229.0,1823.0,2267.0,3112.0,4263.0,3828.0,3.0
1286,1186.0,1408.5,2101.0,2834.5,3875.5,5035.5,4304.5,3.0
1287,1014.5,1204.5,1851.0,2418.5,3666.0,4426.5,3600.0,3.0
1288,425.0,552.0,876.0,1170.0,2459.0,2678.0,1983.0,3.0
1289,571.5,693.0,1076.5,1761.5,2715.5,2290.5,2000.5,3.0
1290,624.0,738.0,1132.0,1848.0,2586.0,2594.0,2503.0,3.0
1291,451.0,555.0,889.0,1397.0,2165.0,2151.0,2059.0,3.0
1292,986.0,1223.0,1856.0,2186.0,3456.0,3956.0,3168.0,3.0
1293,1005.0,1223.0,1820.0,2242.0,3130.0,3964.0,3222.0,3.0
1294,1164.0,1405.5,2100.0,2576.5,3493.0,4391.5,3563.0,3.0
1295,,,,,,,,3.0
1296,390.0,497.0,821.0,1000.0,2280.0,2476.0,1909.0,3.0
1297,635.5,741.5,1188.5,1837.0,2642.5,3141.0,2803.0,3.0
1298,647.0,758.0,1262.0,1979.0,2716.0,3487.0,3148.0,3.0
1299,497.0,592.0,982.0,1431.0,2608.0,2783.0,2366.0,3.0
1300,852.0,940.0,1364.0,1892.0,2754.0,3408.0,2872.0,3.0
1301,919.0,1082.5,1651.0,2335.0,3567.5,3987.5,3221.5,3.0
1302,1007.0,1208.5,1814.5,2504.0,3426.0,4253.5,3453.5,3.0
1303,664.0,770.0,1193.0,1685.0,2268.0,2977.0,2548.0,3.0
1304,,,,,,,,3.0
1305,406.0,481.0,867.0,851.0,2451.0,1591.0,1133.0,3.0
1306,,,,,,,,3.0
1307,537.5,631.0,952.0,1211.5,2106.5,2696.0,2357.0,3.0
1308,491.0,598.5,884.5,1202.0,1705.0,2760.5,2455.0,3.0
1309,743.0,883.0,1361.0,2144.0,2853.0,3260.0,2826.0,3.0
1310,763.0,914.0,1481.0,2275.0,2974.0,3901.0,3453.0,3.0
1311,421.0,540.0,858.0,1232.0,1835.0,2379.0,2140.0,3.0
1312,,,,,,,,3.0
1313,,,,,,,,3.0
1314,,,,,,,,3.0
1315,5126.0,5182.0,5407.0,5534.0,5980.0,5512.0,4831.0,3.0
1316,501.0,621.5,930.5,1266.0,2207.0,3331.5,2766.5,3.0
1317,667.5,808.0,1227.0,1685.5,3168.5,3736.0,2995.5,3.0
1318,757.0,919.0,1476.0,2238.0,3212.0,4676.0,3913.0,3.0
1319,641.0,758.0,1255.0,1786.0,3097.0,3929.0,3098.0,3.0
1320,1072.0,1250.0,1904.0,2535.0,3343.0,4020.0,3593.0,3.0
1321,1010.5,1211.0,1886.0,2529.0,4015.5,4151.0,3485.0,3.0
1322,1138.5,1368.0,2067.0,2720.5,4002.0,4434.0,3720.0,3.0
1323,645.0,800.0,1177.0,1592.0,2105.0,3038.0,2819.0,3.0
1324,490.0,579.0,797.0,1015.0,2038.0,2724.0,2154.0,3.0
1325,755.0,949.0,1525.0,2230.0,3196.0,4736.0,3630.0,3.0
1326,784.0,963.5,1576.5,2319.0,3333.0,4736.5,4029.0,3.0
1327,373.0,432.0,779.0,693.0,4088.0,2501.5,1473.0,3.0
1328,971.0,1200.0,1749.0,2263.0,3593.0,4257.0,3405.0,3.0
1329,1240.5,1531.5,2328.0,3090.5,4379.0,5334.0,4378.5,3.0
1330,1259.0,1548.0,2311.0,3083.0,4358.0,5412.0,4398.0,3.0
1331,1141.0,1419.0,1986.0,2637.0,4136.0,4646.0,3523.0,3.0
1332,925.0,1058.0,1470.0,1802.0,3124.0,3612.0,2890.0,3.0
1333,1470.0,1723.5,2401.0,3073.0,4253.0,5367.5,4554.0,3.0
1334,1574.0,1887.0,2624.5,3215.5,4338.5,5440.5,4525.5,3.0
1335,1152.0,1377.0,1957.0,2500.0,3812.0,4389.0,3495.0,3.0
1336,538.5,629.5,934.0,1237.0,2382.5,2961.0,2231.5,3.0
1337,669.0,830.0,1422.0,2098.0,3390.0,4039.0,3252.0,3.0
1338,715.5,902.0,1562.5,2217.0,3678.0,4153.5,3252.0,3.0
1339,532.0,644.0,1081.0,1654.0,2579.0,3354.0,2606.0,3.0
1340,608.0,762.0,1091.0,1367.0,2065.0,2896.0,2390.0,3.0
1341,671.0,886.0,1379.0,1716.0,2758.0,3169.0,2620.0,3.0
1342,874.5,1097.5,1640.0,2059.5,2917.5,3590.5,2993.5,3.0
1343,501.0,669.5,1023.0,1289.5,1985.0,2512.0,2064.0,3.0
1344,,,,,,,,3.0
1345,,,,,,,,3.0
1346,,,,,,,,3.0
1347,358.0,345.0,427.0,406.0,1160.0,928.0,589.0,3.0
1348,586.0,730.0,1065.0,1391.0,2177.0,3223.0,2632.0,3.0
1349,900.0,1122.0,1711.5,2320.5,3559.0,4558.5,3841.5,3.0
1350,1002.5,1223.5,1871.5,2505.5,3728.0,4784.5,4061.5,3.0
1351,652.0,815.0,1313.0,1800.0,2824.0,3755.0,3063.0,3.0
1352,466.0,639.0,971.0,1289.0,1774.0,2817.0,2293.0,3.0
1353,808.0,970.0,1719.0,2607.5,3353.0,4504.0,3815.0,3.0
1354,978.0,1197.5,2017.5,2999.0,3929.0,5035.5,4276.0,3.0
1355,500.0,647.0,1111.0,1737.0,2277.0,3164.0,2650.0,3.0
1356,884.0,1081.0,1508.0,1970.0,2935.0,4136.0,3483.0,3.0
1357,1212.0,1477.5,2156.5,2839.5,4059.5,5328.0,4543.0,3.0
1358,1280.5,1538.5,2178.5,2876.5,4033.5,5233.0,4440.5,3.0
1359,1066.0,1307.0,1860.0,2524.0,3600.0,4866.0,4187.0,3.0
1360,679.0,755.0,1081.0,1515.0,2099.0,3097.0,2797.0,3.0
1361,1016.5,1232.0,1862.5,2564.5,3426.0,4519.0,3973.0,3.0
1362,1202.0,1447.0,2198.5,2969.5,4027.5,5052.5,4386.0,3.0
1363,850.0,1010.0,1488.0,2063.0,2733.0,3683.0,3242.0,3.0
1364,488.0,637.0,966.0,1097.0,2444.0,2244.0,1512.0,3.0
1365,2594.5,2734.0,3098.0,3330.5,4742.0,4296.5,3259.5,3.0
1366,,,,,,,,3.0
1367,358.0,455.5,819.0,752.0,2992.0,1989.5,1163.0,3.0
1368,697.0,762.0,1183.0,1428.0,3330.0,2577.0,1968.0,3.0
